Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Q-value,Score,WT_Rep1,WT_Rep2,WT_Rep3,WT_Rep4,WT_Rep5,Mut_Rep1,Mut_Rep2,Mut_Rep3,Mut_Rep4,Mut_Rep5
A0A087WSS1;G3X9J4;E9QM90;Q148V7-3;Q148V7-2;Q148V7,A0A087WSS1;G3X9J4;E9QM90;Q148V7-3;Q148V7-2;Q148V7,LisH domain and HEAT repeat-containing protein KIAA1468,2310035C23Rik;Kiaa1468,>tr|A0A087WSS1|A0A087WSS1_MOUSE Protein 2310035C23Rik OS=Mus musculus GN=2310035C23Rik PE=1 SV=1;>tr|G3X9J4|G3X9J4_MOUSE Protein 2310035C23Rik OS=Mus musculus GN=2310035C23Rik PE=1 SV=2;>tr|E9QM90|E9QM90_MOUSE Protein 2310035C23Rik OS=Mus musculus GN=23100,6,1,1,1,0.7,0.7,0.7,0,3.0337,8834739.861,8193750.816,8661354.601,9823746.044,8164573.133,6678771.895,6176102.089,6516400,6172618.139,6206373.349
F8WIT2;P14824;S4R1F2;REV__Q8BH60-2;REV__Q8BH60;REV__K3W4Q9,F8WIT2;P14824,Annexin;Annexin A6,Anxa6,>tr|F8WIT2|F8WIT2_MOUSE Annexin OS=Mus musculus GN=Anxa6 PE=1 SV=1;>sp|P14824|ANXA6_MOUSE Annexin A6 OS=Mus musculus GN=Anxa6 PE=1 SV=3,6,20,20,19,26.7,26.7,25.6,0,77.608,9985780.254,10007946.6,9915182.911,9756938.88,9763125.184,6277632.156,6468229.791,6418700,6339708.75,6242192.028
Q3UVB1;P04247,Q3UVB1;P04247,Myoglobin,Mb,>tr|Q3UVB1|Q3UVB1_MOUSE Myoglobin OS=Mus musculus GN=Mb PE=1 SV=1;>sp|P04247|MYG_MOUSE Myoglobin OS=Mus musculus GN=Mb PE=1 SV=3,2,3,3,3,13,13,13,0,14.788,2602146.415,2560248.432,2540931.533,2570096.346,2541823.631,5698153.918,5741337.4,6153400,6271139.556,6252032.324
E9Q5J9;P21107-2;D3Z2H9;D3YVR0;REV__P70298,E9Q5J9;P21107-2;D3Z2H9,,Tpm3;Tpm3-rs7,>tr|E9Q5J9|E9Q5J9_MOUSE Tropomyosin alpha-3 chain OS=Mus musculus GN=Tpm3 PE=1 SV=1;>sp|P21107-2|TPM3_MOUSE Isoform 2 of Tropomyosin alpha-3 chain OS=Mus musculus GN=Tpm3;>tr|D3Z2H9|D3Z2H9_MOUSE Protein Tpm3-rs7 OS=Mus musculus GN=Tpm3-rs7 PE=3 SV=1,5,14,14,4,38.6,38.6,11.6,0,75.12,9292253.175,9243280.372,9403403.655,9187222.231,9202373.264,6498970.806,6281887.877,6220700,6408064,6325440.935
Q5BKQ4,Q5BKQ4,Inactive pancreatic lipase-related protein 1,Pnliprp1,>sp|Q5BKQ4|LIPR1_MOUSE Inactive pancreatic lipase-related protein 1 OS=Mus musculus GN=Pnliprp1 PE=1 SV=2,1,7,7,7,15.9,15.9,15.9,0,27.37,2128541.254,2209734.487,2153732.559,2205193.141,2207197.598,5662759.235,5870167.604,6367500,6069282.972,6331049.904
P48036;A0A0G2JGQ0,P48036,Annexin A5,Anxa5,>sp|P48036|ANXA5_MOUSE Annexin A5 OS=Mus musculus GN=Anxa5 PE=1 SV=1,2,10,10,10,32.6,32.6,32.6,0,65.541,7670447.358,7430342.26,7745214.171,7538693.599,7611373.427,6876904.114,6560010.137,6630300,6624040.917,6445787.76
F8WHM5;Q53WR6;Q61543;F6RSH1;E9PWD8;Q9EPM5-3;Q9EPM5-2;Q9EPM5,F8WHM5;Q53WR6;Q61543,Golgi apparatus protein 1,Glg1,>tr|F8WHM5|F8WHM5_MOUSE Golgi apparatus protein 1 (Fragment) OS=Mus musculus GN=Glg1 PE=1 SV=1;>tr|Q53WR6|Q53WR6_MOUSE E-selectin ligand 1 OS=Mus musculus GN=Glg1 PE=1 SV=1;>sp|Q61543|GSLG1_MOUSE Golgi apparatus protein 1 OS=Mus musculus GN=Glg1 PE=1 SV=1,8,18,18,18,13,13,13,0,51.214,6241365.08,6218321.13,6254325.265,6087307.959,6232905.491,6519837.093,6464256.616,6530400,6588419.167,6509060.866
A0A0G2JDE1;A0A075B5X8;A0A0A6YW58;REV__Q3UEN2,A0A0G2JDE1;A0A075B5X8,,Ighv8-12,>tr|A0A0G2JDE1|A0A0G2JDE1_MOUSE MCG116913 (Fragment) OS=Mus musculus GN=Ighv8-12 PE=4 SV=1;>tr|A0A075B5X8|A0A075B5X8_MOUSE Protein Ighv8-12 OS=Mus musculus GN=Ighv8-12 PE=4 SV=1,4,4,4,2,30.3,30.3,19.3,0,43.861,2739337.304,2734059.079,2901893.331,2823592.418,2846996.029,5895018.559,6132297.833,6530500,6416407.833,6530611.115
Q9DCD0;A0A0N4SUQ9;A0A0R4J1G3;A0A0R4J0S9;Q6TDU8-2;Q6TDU8,Q9DCD0,"6-phosphogluconate dehydrogenase, decarboxylating",Pgd,">sp|Q9DCD0|6PGD_MOUSE 6-phosphogluconate dehydrogenase, decarboxylating OS=Mus musculus GN=Pgd PE=1 SV=3",6,14,14,14,26.3,26.3,26.3,0,87.353,7178857.19,7107119.856,7039588.49,7032072.605,7032370.322,6440272.186,6502995.074,6560600,6513217.694,6651843.567
A0A0R4J093;Q9DBP5,A0A0R4J093;Q9DBP5,UMP-CMP kinase,Cmpk1,>tr|A0A0R4J093|A0A0R4J093_MOUSE UMP-CMP kinase OS=Mus musculus GN=Cmpk1 PE=1 SV=1;>sp|Q9DBP5|KCY_MOUSE UMP-CMP kinase OS=Mus musculus GN=Cmpk1 PE=1 SV=1,2,6,6,6,28.6,28.6,28.6,0,46.466,8647317.165,8566651.372,8808282.783,8782049.153,8589385.194,7207547.006,7333587.336,7038500,7661671.472,6726039.402
P99029-2;P99029;G3UZJ4;H3BJQ7,P99029-2;P99029;G3UZJ4;H3BJQ7,"Peroxiredoxin-5, mitochondrial",Prdx5,">sp|P99029-2|PRDX5_MOUSE Isoform Cytoplasmic+peroxisomal of Peroxiredoxin-5, mitochondrial OS=Mus musculus GN=Prdx5;>sp|P99029|PRDX5_MOUSE Peroxiredoxin-5, mitochondrial OS=Mus musculus GN=Prdx5 PE=1 SV=2;>tr|G3UZJ4|G3UZJ4_MOUSE Peroxiredoxin-5, mitochondr",4,8,8,8,74.7,74.7,74.7,0,61.859,6734595.985,6736734.651,6787711.606,6780308.57,6768042.817,6478787.062,6714566.649,6522600,6781504.028,6742177.488
Q58E64;P10126;D3Z3I8;D3YZ68;P62631,Q58E64;P10126;D3Z3I8;D3YZ68;P62631,Elongation factor 1-alpha;Elongation factor 1-alpha 1;Elongation factor 1-alpha 2,Eef1a1;Eef1a2,>tr|Q58E64|Q58E64_MOUSE Elongation factor 1-alpha OS=Mus musculus GN=Eef1a1 PE=1 SV=1;>sp|P10126|EF1A1_MOUSE Elongation factor 1-alpha 1 OS=Mus musculus GN=Eef1a1 PE=1 SV=3;>tr|D3Z3I8|D3Z3I8_MOUSE Elongation factor 1-alpha 1 (Fragment) OS=Mus musculus GN=E,5,8,8,8,17.7,17.7,17.7,0,23.911,6333246.374,6253724.673,6245682.43,6258222.954,6193004.625,6817035.422,6541038.225,6707500,6608422.972,6776028.108
Q3UCD9;P18242;F8WIR1;F6Y6L6,Q3UCD9;P18242;F8WIR1,Cathepsin D,Ctsd,>tr|Q3UCD9|Q3UCD9_MOUSE Cathepsin D OS=Mus musculus GN=Ctsd PE=1 SV=1;>sp|P18242|CATD_MOUSE Cathepsin D OS=Mus musculus GN=Ctsd PE=1 SV=1;>tr|F8WIR1|F8WIR1_MOUSE Cathepsin D OS=Mus musculus GN=Ctsd PE=1 SV=1,4,7,7,7,15.9,15.9,15.9,0,13.012,2043475.33,2086230.83,2023164.027,2131828.978,2054705.802,5655348.778,5852586.304,6602700,6430528.167,6926387.837
P27773;F6Q404,P27773,Protein disulfide-isomerase A3,Pdia3,>sp|P27773|PDIA3_MOUSE Protein disulfide-isomerase A3 OS=Mus musculus GN=Pdia3 PE=1 SV=2,2,19,19,19,35,35,35,0,62.351,9025948.873,8877925.865,9147205.354,8900198.86,8699521.654,6980845.525,7128074.852,7095400,7076854.333,7073106.656
P47856-2;P47856;Q9Z2Z9;D3YYD9;REV__Q9JIX0;D3YYE0;REV__Q9EP84;REV__O70293;REV__O70293-2;REV__B1AQJ2;REV__E9Q7N9,P47856-2;P47856,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,Gfpt1,>sp|P47856-2|GFPT1_MOUSE Isoform 2 of Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Mus musculus GN=Gfpt1;>sp|P47856|GFPT1_MOUSE Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Mus musculus GN=Gfpt1 PE=1 SV=3,11,14,14,14,22.2,22.2,22.2,0,79.949,10809935.27,10226153.17,11102955.27,10496147.78,11151473.93,7656952.222,7412156.874,7233800,7255177.028,7242654.964
Q61171;D3Z4A4,Q61171;D3Z4A4,Peroxiredoxin-2,Prdx2,>sp|Q61171|PRDX2_MOUSE Peroxiredoxin-2 OS=Mus musculus GN=Prdx2 PE=1 SV=3;>tr|D3Z4A4|D3Z4A4_MOUSE Peroxiredoxin-2 (Fragment) OS=Mus musculus GN=Prdx2 PE=1 SV=7,2,5,5,5,22.2,22.2,22.2,0,38.072,12316889.47,12101975.02,11884514.43,11818063.61,11493211.64,7732616.888,7292266.314,7208700,7286733.833,7341254.734
Q920A5,Q920A5,Retinoid-inducible serine carboxypeptidase,Scpep1,>sp|Q920A5|RISC_MOUSE Retinoid-inducible serine carboxypeptidase OS=Mus musculus GN=Scpep1 PE=1 SV=2,1,1,1,1,1.3,1.3,1.3,0.045192,1.1264,587062.1532,596118.9533,575939.9535,678278.2909,818848.8479,7848259.02,7303391.205,7987400,8617789.194,7677005.647
Q3UV17;CON__Q7RTS7;CON__Q32MB2,Q3UV17;CON__Q7RTS7;CON__Q32MB2,"Keratin, type II cytoskeletal 2 oral",Krt76,">sp|Q3UV17|K22O_MOUSE Keratin, type II cytoskeletal 2 oral OS=Mus musculus GN=Krt76 PE=1 SV=1;>Q7RTS7 SWISS-PROT:Q7RTS7 Tax_Id=9606 Gene_Symbol=KRT74 Keratin, type II cytoskeletal 74;>Q32MB2 TREMBL:Q32MB2;Q86Y46 Tax_Id=9606 Gene_Symbol=KRT73 Keratin-73",3,9,1,1,13,1.5,1.5,0,6.1194,15452591.07,15093983.18,14748379.29,14695101.76,14291936.43,7813156.855,7997703.559,7713600,7675684.833,8045819.957
P05201;F7ALS6,P05201,"Aspartate aminotransferase, cytoplasmic",Got1,">sp|P05201|AATC_MOUSE Aspartate aminotransferase, cytoplasmic OS=Mus musculus GN=Got1 PE=1 SV=3",2,16,16,16,40,40,40,0,73.341,12345286.85,12171775.96,11999958,11946729.26,11772014.22,8053411.672,7790105.159,7889000,7889094.417,8058907.551
A0A075B5Y4,A0A075B5Y4,,Ighv1-81,>tr|A0A075B5Y4|A0A075B5Y4_MOUSE Protein Ighv1-81 (Fragment) OS=Mus musculus GN=Ighv1-81 PE=4 SV=1,1,5,5,2,46.2,46.2,19.7,0,32.885,10222425.07,10448761.59,10131871.11,9677760.019,9409429.809,8302247.019,8474782.564,8590800,8659829.278,8323316.315
P68372;Q9D6F9;Q3UMM1;Q922F4,P68372;Q9D6F9,Tubulin beta-4B chain;Tubulin beta-4A chain,Tubb4b;Tubb4a,>sp|P68372|TBB4B_MOUSE Tubulin beta-4B chain OS=Mus musculus GN=Tubb4b PE=1 SV=1;>sp|Q9D6F9|TBB4A_MOUSE Tubulin beta-4A chain OS=Mus musculus GN=Tubb4a PE=1 SV=3,4,14,14,2,38,38,6.1,0,49.474,6452515.363,6153802.417,6519783.745,6432663.882,6547140.546,9703895.962,8031972.195,8567500,8819003.944,8652966.245
Q6P9R4-3;Q6P9R4-2;Q6P9R4,Q6P9R4-3;Q6P9R4-2;Q6P9R4,Rho guanine nucleotide exchange factor 18,Arhgef18,>sp|Q6P9R4-3|ARHGI_MOUSE Isoform 3 of Rho guanine nucleotide exchange factor 18 OS=Mus musculus GN=Arhgef18;>sp|Q6P9R4-2|ARHGI_MOUSE Isoform 2 of Rho guanine nucleotide exchange factor 18 OS=Mus musculus GN=Arhgef18;>sp|Q6P9R4|ARHGI_MOUSE Rho guanine nucle,3,1,1,1,2.6,2.6,2.6,0.0061275,2.0444,201930.6006,179011.1316,184796.143,209873.4688,331856.8884,3438939.587,6548487.929,7218800,6431170,8850067.382
Q99L56;G5E891;P20033-2;P20033,Q99L56;G5E891;P20033-2;P20033,Platelet-derived growth factor subunit A,Pdgfa,">tr|Q99L56|Q99L56_MOUSE Platelet derived growth factor, alpha OS=Mus musculus GN=Pdgfa PE=1 SV=1;>tr|G5E891|G5E891_MOUSE Platelet derived growth factor, alpha, isoform CRA_a OS=Mus musculus GN=Pdgfa PE=1 SV=1;>sp|P20033-2|PDGFA_MOUSE Isoform Short of Plate",4,1,1,1,10.2,10.2,10.2,0.017335,1.5586,1055498.992,1056824.069,1180179.016,1036005.911,1164110.917,3447325.104,8459088.522,8715500,7933060,8861285.32
A0A0B4J1N0;A0A0G2JFE9,A0A0B4J1N0;A0A0G2JFE9,,,>tr|A0A0B4J1N0|A0A0B4J1N0_MOUSE Protein Ighv1-76 OS=Mus musculus GN=Ighv1-76 PE=4 SV=1;>tr|A0A0G2JFE9|A0A0G2JFE9_MOUSE Protein Ighv1-76 (Fragment) OS=Mus musculus GN=Ighv1-76 PE=4 SV=1,2,4,4,4,46.9,46.9,46.9,0,20.45,3267591.643,3380000.816,3297735.139,3259571.022,3220390.096,7783710.039,8201130.126,8839900,9005242.583,8962640.373
D3YYY1,D3YYY1,,Scgb2b7,>tr|D3YYY1|D3YYY1_MOUSE ABPBG7 OS=Mus musculus GN=Scgb2b7 PE=4 SV=2,1,6,5,2,57.1,57.1,16.1,0,56.406,954151.905,975326.7472,1093627.204,1045779.552,1137300.556,7719258.564,8385584.782,9235300,8830449.972,8984387.428
G5E8M0;Q9QYZ4;A2KF29;Q9QYZ6,G5E8M0;Q9QYZ4;A2KF29;Q9QYZ6,Sperm motility kinase 1;Sperm motility kinase Tcr mutant form;Sperm motility kinase 2A,Smok2a;Smok1;Smoktcr,>tr|G5E8M0|G5E8M0_MOUSE MCG52533 OS=Mus musculus GN=Smok2a PE=4 SV=1;>sp|Q9QYZ4|SMOK1_MOUSE Sperm motility kinase 1 OS=Mus musculus GN=Smok1 PE=2 SV=1;>sp|A2KF29|SMKTR_MOUSE Sperm motility kinase Tcr mutant form OS=Mus musculus GN=Smoktcr PE=2 SV=1;>sp|Q9Q,4,1,1,1,1.2,1.2,1.2,0.03173,1.3073,324683.0004,352331.2851,340651.1382,409713.4913,487596.1366,8615923.864,8564179.004,9648200,10081383.14,9090269.018
Q9DCY1;P24369,Q9DCY1;P24369,Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase B,Ppib,>tr|Q9DCY1|Q9DCY1_MOUSE Peptidyl-prolyl cis-trans isomerase OS=Mus musculus GN=Ppib PE=1 SV=1;>sp|P24369|PPIB_MOUSE Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus GN=Ppib PE=1 SV=2,2,9,8,8,36.1,33.3,33.3,0,68.85,5616181.024,5547854.735,5514560.388,5522045.121,5427335.954,8280405.672,8625365.901,9025400,8905651.444,9178142.864
Q5SX40;G3UW82;Q5SX39;P13542;B2RXX9;B1AR69;B2RQQ1;Q91Z83;Q02566;Q1WNQ6;REV__Q9JMB0,Q5SX40;G3UW82;Q5SX39;P13542,Myosin-1;Myosin-4;Myosin-8,Myh1;Myh2;Myh4;Myh8,">sp|Q5SX40|MYH1_MOUSE Myosin-1 OS=Mus musculus GN=Myh1 PE=1 SV=1;>tr|G3UW82|G3UW82_MOUSE MCG140437, isoform CRA_d OS=Mus musculus GN=Myh2 PE=1 SV=1;>sp|Q5SX39|MYH4_MOUSE Myosin-4 OS=Mus musculus GN=Myh4 PE=2 SV=1;>sp|P13542|MYH8_MOUSE Myosin-8 OS=Mus muscu",11,31,31,20,14.6,14.6,9.5,0,125.23,15097308.32,14727371,14929261.46,14977795.04,14743810.59,9643539.739,9639419.525,9250800,9102159.417,9252437.102
Q4FK36;Q9R0P5,Q4FK36;Q9R0P5,Destrin,Dstn,>tr|Q4FK36|Q4FK36_MOUSE Destrin OS=Mus musculus GN=Dstn PE=1 SV=1;>sp|Q9R0P5|DEST_MOUSE Destrin OS=Mus musculus GN=Dstn PE=1 SV=3,2,9,9,8,35.2,35.2,30.9,0,30.309,12759257.52,11972434.52,13029689.96,12564076.94,12424651.41,9244740.144,9435992.958,9290100,9200039,9290027.035
E9Q1Y9;CON__Q61726,E9Q1Y9;CON__Q61726,,5430421N21Rik,">tr|E9Q1Y9|E9Q1Y9_MOUSE Keratin, type II cuticular Hb3 OS=Mus musculus GN=Krt83 PE=1 SV=1;>Q61726 TREMBL:Q61726 Tax_Id=10090 Gene_Symbol=5430421N21Rik Keratin type II",2,30,11,0,38.8,21.3,0,0,213.29,82869859.89,83138587.52,79878308.75,80298499.72,77567535.55,15785248.51,13726326.8,9345700,9427889.833,9503167.855
P09103;E9Q8G8;Q148Z6;Q8BXZ1;Q8BUV8,P09103,Protein disulfide-isomerase,P4hb,>sp|P09103|PDIA1_MOUSE Protein disulfide-isomerase OS=Mus musculus GN=P4hb PE=1 SV=2,5,23,23,21,41.3,41.3,40.1,0,145.26,13035027.61,12924494.28,12792629.37,12828212.67,12505208.37,9628328.801,9736364.999,9829700,9806785.444,9614560.01
Q52L87;P68373;P68369;P05213;Q5FW91;P05214,Q52L87;P68373;P68369;P05213;Q5FW91;P05214,Tubulin alpha-1C chain;Tubulin alpha-1A chain;Tubulin alpha-1B chain;Tubulin alpha-3 chain,Tuba1c;Tuba1a;Tuba1b;Tuba3a,>tr|Q52L87|Q52L87_MOUSE Tubulin alpha-1C chain OS=Mus musculus GN=Tuba1c PE=1 SV=1;>sp|P68373|TBA1C_MOUSE Tubulin alpha-1C chain OS=Mus musculus GN=Tuba1c PE=1 SV=1;>sp|P68369|TBA1A_MOUSE Tubulin alpha-1A chain OS=Mus musculus GN=Tuba1a PE=1 SV=1;>sp|P0521,6,13,13,3,33,33,10,0,83.539,15080900.94,14417354.18,14932965.53,14505814.79,14369975.98,10089922.27,9989555.584,9560700,9736932.583,9671436.923
B1AXW5;B1AXW6;P35700;B1AXW4;B1AZS9;O08807,B1AXW5;B1AXW6;P35700,Peroxiredoxin-1,Prdx1,>tr|B1AXW5|B1AXW5_MOUSE Peroxiredoxin-1 (Fragment) OS=Mus musculus GN=Prdx1 PE=1 SV=7;>tr|B1AXW6|B1AXW6_MOUSE Peroxiredoxin-1 (Fragment) OS=Mus musculus GN=Prdx1 PE=1 SV=1;>sp|P35700|PRDX1_MOUSE Peroxiredoxin-1 OS=Mus musculus GN=Prdx1 PE=1 SV=1,6,11,11,11,55.9,55.9,55.9,0,51.766,12003256.21,11827173.09,11765984.13,11778474.18,11490064.88,9560659.628,9769838.999,9775400,9792237.222,9924922.959
F6YY69;F6VW30;P68254-2;P68254;E9QAH1;E9PVZ8,F6YY69;F6VW30;P68254-2;P68254,14-3-3 protein theta,Ywhaq,>tr|F6YY69|F6YY69_MOUSE 14-3-3 protein theta (Fragment) OS=Mus musculus GN=Ywhaq PE=1 SV=1;>tr|F6VW30|F6VW30_MOUSE 14-3-3 protein theta (Fragment) OS=Mus musculus GN=Ywhaq PE=1 SV=1;>sp|P68254-2|1433T_MOUSE Isoform 2 of 14-3-3 protein theta OS=Mus musculus,6,13,9,8,45.3,33,30.2,0,127.39,17028961.08,17231401.37,16931312.28,16687563.57,16616759.76,10473120.9,10578578.8,10278000,10289337.14,10314598.7
Q564E2;G5E8N5;P06151;D3Z736;D3YZQ9;D3YVR7;D3YZE4;Q548Z6;Q8BVP2;P00342,Q564E2;G5E8N5;P06151;D3Z736;D3YZQ9,L-lactate dehydrogenase;L-lactate dehydrogenase A chain,Ldha,>tr|Q564E2|Q564E2_MOUSE L-lactate dehydrogenase OS=Mus musculus GN=Ldha PE=1 SV=1;>tr|G5E8N5|G5E8N5_MOUSE L-lactate dehydrogenase OS=Mus musculus GN=Ldha PE=1 SV=1;>sp|P06151|LDHA_MOUSE L-lactate dehydrogenase A chain OS=Mus musculus GN=Ldha PE=1 SV=3;>tr|,10,15,12,12,36.4,32.5,32.5,0,85.791,15120657.27,15543601.89,14689114.14,14907276.36,14279978.75,10032393.72,10417665.21,10250000,10197768.92,10412017.63
A0A140T8M5;P84750,A0A140T8M5,,,>tr|A0A140T8M5|A0A140T8M5_MOUSE Protein Igkv6-15 (Fragment) OS=Mus musculus GN=Igkv6-15 PE=1 SV=1,2,5,5,4,38.8,38.8,38.8,0,35.875,2324609.373,2467557.805,2214788.009,2410996.322,2351004.347,9128025.446,9822682.229,10637000,10259064,10463187.17
A0A075B5N4;A0A0G2JF28,A0A075B5N4;A0A0G2JF28,,Igkv8-27,>tr|A0A075B5N4|A0A075B5N4_MOUSE Protein Igkv8-27 OS=Mus musculus GN=Igkv8-27 PE=4 SV=1;>tr|A0A0G2JF28|A0A0G2JF28_MOUSE Protein Igkv8-27 (Fragment) OS=Mus musculus GN=Igkv8-27 PE=4 SV=1,2,7,7,2,67,67,30,0,57.11,3733434.855,3707310.663,3738396.217,3808812.513,3793414.365,8393902.671,9341729.378,9927700,10450865.19,10584222.82
E9PWS6,E9PWS6,,A630073D07Rik,>tr|E9PWS6|E9PWS6_MOUSE Protein A630073D07Rik OS=Mus musculus GN=A630073D07Rik PE=4 SV=1,1,7,7,7,49,49,49,0,84.076,1762909.234,1868212.916,1828576.787,1908581.704,2051118.5,8768813.293,9664549.858,10578000,10310945.53,10696402.2
P24472,P24472,Glutathione S-transferase A4,Gsta4,>sp|P24472|GSTA4_MOUSE Glutathione S-transferase A4 OS=Mus musculus GN=Gsta4 PE=1 SV=3,1,10,10,8,32.9,32.9,26.6,0,24.812,11078132.73,10940512.41,10971460.72,10851834.07,10404434.06,10123074.31,10328268.76,10603000,10442521.36,10973898.56
Q3ULT2;P57780;E9Q2W9;D3Z0L8;D3Z761;Q91ZE6;E9PX29;Q9D2Q2,Q3ULT2;P57780;E9Q2W9,Alpha-actinin-4,Actn4,>tr|Q3ULT2|Q3ULT2_MOUSE Actinin alpha 4 OS=Mus musculus GN=Actn4 PE=1 SV=1;>sp|P57780|ACTN4_MOUSE Alpha-actinin-4 OS=Mus musculus GN=Actn4 PE=1 SV=1;>tr|E9Q2W9|E9Q2W9_MOUSE Alpha-actinin-4 (Fragment) OS=Mus musculus GN=Actn4 PE=1 SV=1,8,25,25,14,31.2,31.2,19.4,0,208.53,12181844.16,12125870.84,12187013.63,12230659.71,11915506.29,10155251.3,10811009.54,10881000,10764614.72,11174640.6
O09131;D3Z1Q9;Q8K2Q2,O09131,Glutathione S-transferase omega-1,Gsto1,>sp|O09131|GSTO1_MOUSE Glutathione S-transferase omega-1 OS=Mus musculus GN=Gsto1 PE=1 SV=2,3,14,14,14,46.7,46.7,46.7,0,60.243,6100198.558,6019545.64,6080542.562,6021304.955,6255058.653,10453619.7,10779224.14,11350000,11360450,11256315.06
P00755;F7C9T6;F6W6S4;G3UWE8;E9Q5P0;Q9QYN3-2;Q9QYN3;O35453-2;O35453,P00755,Kallikrein 1-related peptidase b1,Klk1b1,>sp|P00755|K1KB1_MOUSE Kallikrein 1-related peptidase b1 OS=Mus musculus GN=Klk1b1 PE=2 SV=1,9,10,5,4,33.7,19.2,19.2,0,52.731,3444475.756,3461812.557,3399041.504,3420526.801,3505549.126,10867045.2,11197400.83,12064000,11934890.83,11696176.31
P07628,P07628,Kallikrein 1-related peptidase b8,Klk1b8,>sp|P07628|K1KB8_MOUSE Kallikrein 1-related peptidase b8 OS=Mus musculus GN=Klk1b8 PE=2 SV=1,1,9,4,4,41.4,19.5,19.5,0,19.52,1971913.937,1919651.813,2032053.799,2096631.499,2198890.162,9890034.941,10338201.7,11322000,11542302.78,11782770.92
P06745;A0A0U1RP97;A0A0U1RQ18;CON__Q3ZBD7;A0A0U1RQ72,P06745,Glucose-6-phosphate isomerase,Gpi,>sp|P06745|G6PI_MOUSE Glucose-6-phosphate isomerase OS=Mus musculus GN=Gpi PE=1 SV=4,5,16,16,16,29.9,29.9,29.9,0,174.49,16712172.55,16193819.73,16444844.18,16216201.91,16962902.93,12113172.05,11760598.4,11736000,11973400.83,11828036.28
P01592,P01592,Immunoglobulin J chain,Igj,>sp|P01592|IGJ_MOUSE Immunoglobulin J chain OS=Mus musculus GN=Jchain PE=1 SV=4,1,6,6,6,40.3,40.3,40.3,0,48.05,9198226.301,8974766.819,9270057.07,9373416.272,9314397.777,12379363.46,11731792.88,12317000,12169160,11921519.1
D2KHZ9;A0A0A0MQF6;P16858;S4R1W1;S4R257;D3YYI5;V9GXA7;V9GXK0;V9GX06;A0A0R4J0X7;S4R2G5;Q64467;S4R1W8;S4R1N5;REV__Q9Z2B5;REV__E9QQ30,D2KHZ9;A0A0A0MQF6;P16858;S4R1W1;S4R257;D3YYI5,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH;Gapdh;Gm3839;Gm7293,>tr|D2KHZ9|D2KHZ9_MOUSE Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus GN=GAPDH PE=1 SV=1;>tr|A0A0A0MQF6|A0A0A0MQF6_MOUSE Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus GN=Gapdh PE=1 SV=1;>sp|P16858|G3P_MOUSE Glyceraldehyde-3-phosphate ,16,12,12,12,35.4,35.4,35.4,0,50.416,11404387.05,11760516.33,11196174.41,11267523.09,10773233.86,11175164.2,11472543.2,11885000,11823639.72,12001225.5
P11591,P11591,Major urinary protein 5,Mup5,>sp|P11591|MUP5_MOUSE Major urinary protein 5 OS=Mus musculus GN=Mup5 PE=2 SV=2,1,9,9,7,41.7,41.7,38.3,0,226.34,3371210.52,3464768.093,3500409.602,3329038.101,3574526.017,10486771.74,11065292.75,11961000,11718806.94,12283642.01
Q91XA2,Q91XA2,Golgi membrane protein 1,Golm1,>sp|Q91XA2|GOLM1_MOUSE Golgi membrane protein 1 OS=Mus musculus GN=Golm1 PE=1 SV=2,1,13,13,13,25.4,25.4,25.4,0,105.39,20085781.07,19805232.69,19970503.21,19619037.19,19767291.88,12290632.99,12741972.66,12575000,12505052.78,12792385.33
Q921I1;E9Q035;F7BAE9;F7CJN9;E9Q2Q7;D3YYR8;E9Q939;CON__Q29443;CON__Q0IIK2;CON__Q2HJF0;D3YY36;Q9DBD0,Q921I1;E9Q035,Serotransferrin,Tf;Gm20425,>sp|Q921I1|TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1;>tr|E9Q035|E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1,12,24,24,24,41.8,41.8,41.8,0,123.82,15850154.36,15924677.34,15573152.61,15586482.53,15442390.42,13317371.31,13410459.38,13454000,13436780.83,13663251.57
